run_id,fingerprint,source_path,suite,dataset,experiment_id,experiment_name,model,model_family,mode,optimization,status,deployment_eligible,has_known_leakage,feature_count,train_rows,test_rows,roc_auc,avg_precision,accuracy,precision,recall,f1,fit_seconds,total_seconds,threshold,timestamp,strategy,notes,schema_version,has_provenance
63704d586c386f90,0ef0cec7ca026a131bdfa9f29219f0ba00d1b7f494df42022c4d6cfb80fc90a1,external_projects/adult_exp/results/ladder/12_safe_calibrated_lgbm_threshold.json,external_playbook,adult,12,calibrated_lgbm_threshold,lightgbm,lightgbm,safe,isotonic_calibration,completed,True,False,50,16000,4000,0.9234524583374968,0.8177873011671383,0.8685,0.7710691823899372,0.6405433646812957,0.6997716894977168,36.469,36.9,0.5,2026-09-16 13:30:00,,Isotonic-calibrated LightGBM; threshold kept at 0.5 for ranking metrics.,,False
1a5fb8f817b3fe9b,c78a874df2ea16f28ac9775651854899ddefa5a7f921c2bafa655f679f0b66cd,external_projects/adult_exp/results/ladder/13_safe_stacking_ensemble.json,external_playbook,adult,13,stacking_ensemble,stacking_ensemble,ensemble,safe,oof_stacking,completed,True,False,50,16000,4000,0.9222948947358843,0.8189607362596932,0.8705,0.776796973518285,0.6436781609195402,0.704,43.61,45.203,0.5,2026-09-16 13:30:57,,ET+LGBM+XGB stacked with logistic meta-learner (HyperAck exp 13).,,False
14882adf36b5725b,2bd13ccfa227e41d54d3d9cb24ab89aa5fcef606abdd6910040a4092fe8aeea3,external_projects/adult_exp/results/ladder/14_safe_soft_vote_blend.json,external_playbook,adult,14,soft_vote_blend,soft_vote_blend,ensemble,safe,soft_probability_blend,completed,True,False,50,16000,4000,0.9196902907850588,0.8131703544296635,0.8685,0.800557880055788,0.599791013584117,0.6857825567502986,15.395,15.933,0.5,2026-09-16 13:31:23,,Soft-vote blend ET+LGBM+XGB (HyperAck exp 15 / optimized safe champion style).,,False
0454efb242cc59b6,07c37e5902e9762b0eae00425fc0f1816a9151c0ba857076364b7dc274d34749,external_projects/adult_exp/results/ladder/15_safe_leakage_honesty_check.json,external_playbook,adult,15,leakage_honesty_check,lightgbm,lightgbm,safe,none,completed,True,False,50,16000,4000,0.9239884882342984,0.8179242500982445,0.871,0.7801778907242694,0.6415882967607106,0.7041284403669725,6.506,6.625,0.5,2026-09-16 13:31:48,,Honesty marker: LightGBM on full FE under this mode. Compare safe vs unsafe of this id to measure leakage cost.,,False
347d3b2aa61590e7,cf1ffd9078f805aa95bbf09717b4d10be65fceac184a6bf895187008a7798a8d,external_projects/adult_exp/results/ladder/02_safe_baseline_lightgbm.json,external_playbook,adult,2,baseline_lightgbm,lightgbm,lightgbm,safe,none,completed,True,False,14,16000,4000,0.9260747468108625,0.821939099142155,0.87025,0.7683823529411765,0.6551724137931034,0.7072758037225042,0.832,0.848,0.5,2026-09-16 13:26:00,,Strong GBDT baseline on raw features (HyperAck exp 02).,,False
3a7a280672a175cc,91f5b9131fd8487dd0132e553d7598ef2b1246f2bf3ea0bfa05fd8e42a96b7e9,external_projects/adult_exp/results/ladder/03_safe_fe_log_transforms.json,external_playbook,adult,3,fe_log_transforms,lightgbm,lightgbm,safe,none,completed,True,False,22,16000,4000,0.9260747468108625,0.821939099142155,0.87025,0.7683823529411765,0.6551724137931034,0.7072758037225042,1.05,1.066,0.5,2026-09-16 13:26:02,,Add log1p transforms for skewed non-negative columns.,,False
82a02d3647ad074f,8008af6d52e56f99b8957154e9ced2cb0d8f2397bc2894322d26539155ebf103,external_projects/adult_exp/results/ladder/04_safe_fe_ratios.json,external_playbook,adult,4,fe_ratios,lightgbm,lightgbm,safe,none,completed,True,False,37,16000,4000,0.9237601346908179,0.8170527254389015,0.86825,0.76875,0.6426332288401254,0.7000569151963574,0.923,0.945,0.5,2026-09-16 13:26:05,,Add pairwise intensity ratios among high-variance features.,,False
747fc03da8bcd5ed,87b148b3e28541ae937135c66ba05c9b6c3233070dd03abcef2ba9e29c7b4616,external_projects/adult_exp/results/ladder/05_safe_fe_interactions.json,external_playbook,adult,5,fe_interactions,lightgbm,lightgbm,safe,none,completed,True,False,45,16000,4000,0.9229547162904671,0.8138765556400055,0.86825,0.7680798004987531,0.6436781609195402,0.7003979533826038,0.651,0.67,0.5,2026-09-16 13:26:08,,Multiplicative interactions among top-MI features.,,False
03be21066be3ae0c,e33fe619084223ad1e2e1c42716edaea9f77cb620d86a2fadab62843091fbcde,external_projects/adult_exp/results/ladder/06_safe_fe_full_clusters_bins.json,external_playbook,adult,6,fe_full_clusters_bins,lightgbm,lightgbm,safe,none,completed,True,False,50,16000,4000,0.9227720334556828,0.8173364813560104,0.86925,0.7679012345679013,0.6499477533960293,0.7040181097906055,0.765,0.786,0.5,2026-09-16 13:26:14,,Full FE: logs+ratios+interactions+KMeans clusters+quantile bins (train-fit).,,False
c02e9638796974a8,f6394774af5b1cb7f78e5b6e093f72341b278d247cf1ed1d95b7eabc5114f6fa,external_projects/adult_exp/results/ladder/07_safe_feature_selection_mi.json,external_playbook,adult,7,feature_selection_mi,lightgbm,lightgbm,safe,mutual_info_selection,completed,True,False,25,16000,4000,0.9101379015030471,0.7807536541747989,0.85625,0.7417721518987341,0.6123301985370951,0.6708643388666286,1.035,1.057,0.5,2026-09-16 13:26:25,,Keep top-MI subset of full FE matrix (HyperAck exp 07).,,False
3ff45989de6c0f68,ab71042f32ad9e0cd3a7afbfb6a9ee23eda38776955d02c55874bb9b08128789,external_projects/adult_exp/results/ladder/08_safe_tuned_xgboost.json,external_playbook,adult,8,tuned_xgboost,xgboost,xgboost,safe,RandomizedSearchCV_roc_auc,completed,True,False,50,16000,4000,0.9254628279920925,0.822537015087356,0.87325,0.7877237851662404,0.6436781609195402,0.7084531339850488,25.832,25.884,0.5,2026-09-16 13:26:56,,RandomizedSearchCV on XGBoost over full FE (HyperAck exp 08).,,False
f75b2db98c9dcbec,defaacadb5c49fdf5d321d323e4a3e22c976772b657c7f0b47acecaac6208f3c,external_projects/adult_exp/results/ladder/09_safe_tuned_lightgbm.json,external_playbook,adult,9,tuned_lightgbm,lightgbm,lightgbm,safe,RandomizedSearchCV_roc_auc,completed,True,False,50,16000,4000,0.9250840701598233,0.8206240615326835,0.871,0.7766624843161857,0.6468129571577848,0.7058152793614595,82.627,82.712,0.5,2026-09-16 13:28:24,,RandomizedSearchCV on LightGBM over full FE (HyperAck exp 09).,,False
ef51e299cd06f8db,9a0bfec26faa6687707facfc9ff83a40ce46e96dccaf731e85c43ca647a25ebf,external_projects/adult_exp/results/ladder/01_unsafe_baseline_logistic.json,external_playbook,adult,1,baseline_logistic,logistic_regression,logistic_regression,unsafe,none,completed,True,False,14,16000,4000,0.8501688270972212,0.6828102912792505,0.825,0.7196581196581197,0.4399164054336468,0.5460440985732814,0.169,0.193,0.5,2026-09-16 13:31:50,,Floor: logistic regression on raw features.,,False
d04b1102067bff16,916eb079f356c360f4d8cca972768984398936cd50512436c3cb1b0c7d395b81,external_projects/adult_exp/results/ladder/10_unsafe_hist_gradient_boosting.json,external_playbook,adult,10,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,unsafe,none,completed,True,False,50,16000,4000,0.92172195054446,0.8145589175450265,0.86875,0.7706766917293233,0.6426332288401254,0.7008547008547008,1.514,1.571,0.5,2026-09-16 13:35:24,,Sklearn HistGB on full FE (HyperAck exp 10).,,False
23088e25d6072e9a,8802b51cf0d0e34bd0c13ca2713a870f90bc24589f5bdc8d062de016926a534d,external_projects/adult_exp/results/ladder/11_unsafe_extra_trees_strong.json,external_playbook,adult,11,extra_trees_strong,extra_trees,extra_trees,unsafe,hand_tuned,completed,True,False,50,16000,4000,0.9011613752171506,0.7728852571461509,0.8515,0.7745839636913767,0.5350052246603971,0.6328800988875154,1.566,1.732,0.5,2026-09-16 13:35:30,,"Strong ExtraTrees (n=600, depth=14) on full FE.",,False
4a283910993c96d0,18e8e2b8a140e0412810d83137259b428272b4359e116cf1288af7e43be57bcf,external_projects/adult_exp/results/ladder/12_unsafe_calibrated_lgbm_threshold.json,external_playbook,adult,12,calibrated_lgbm_threshold,lightgbm,lightgbm,unsafe,isotonic_calibration,completed,True,False,50,16000,4000,0.9234524583374968,0.8177873011671383,0.8685,0.7710691823899372,0.6405433646812957,0.6997716894977168,6.002,6.097,0.5,2026-09-16 13:35:41,,Isotonic-calibrated LightGBM; threshold kept at 0.5 for ranking metrics.,,False
828884fb6a4a206f,ca6db9ae1ae896407bd16c7785ce928b39177c8e76a221043232e0f5e9972e77,external_projects/adult_exp/results/ladder/13_unsafe_stacking_ensemble.json,external_playbook,adult,13,stacking_ensemble,stacking_ensemble,ensemble,unsafe,oof_stacking,completed,True,False,50,16000,4000,0.9222948947358843,0.8189607362596932,0.8705,0.776796973518285,0.6436781609195402,0.704,34.619,34.836,0.5,2026-09-16 13:36:20,,ET+LGBM+XGB stacked with logistic meta-learner (HyperAck exp 13).,,False
46f15927815522b5,eb3cd8194f6d3f23c60a87eb9543fa13282606e62900fb9743c5d8b83a1a57fa,external_projects/adult_exp/results/ladder/14_unsafe_soft_vote_blend.json,external_playbook,adult,14,soft_vote_blend,soft_vote_blend,ensemble,unsafe,soft_probability_blend,completed,True,False,50,16000,4000,0.9196902907850588,0.8131703544296635,0.8685,0.800557880055788,0.599791013584117,0.6857825567502986,5.33,5.584,0.5,2026-09-16 13:36:29,,Soft-vote blend ET+LGBM+XGB (HyperAck exp 15 / optimized safe champion style).,,False
e9991e8c955b481d,90cee4510747b03a02cfc77390a26c9e19fb749dc11afee933cbae7e25e885a5,external_projects/adult_exp/results/ladder/15_unsafe_leakage_honesty_check.json,external_playbook,adult,15,leakage_honesty_check,lightgbm,lightgbm,unsafe,none,completed,True,False,50,16000,4000,0.9239884882342984,0.8179242500982445,0.871,0.7801778907242694,0.6415882967607106,0.7041284403669725,3.522,3.567,0.5,2026-09-16 13:36:36,,Honesty marker: LightGBM on full FE under this mode. Compare safe vs unsafe of this id to measure leakage cost.,,False
25556424cd10f18d,ef0849eea187f0416788106f0c679f274b9af9653f96388f1b5f0e85a50256e2,external_projects/adult_exp/results/ladder/02_unsafe_baseline_lightgbm.json,external_playbook,adult,2,baseline_lightgbm,lightgbm,lightgbm,unsafe,none,completed,True,False,14,16000,4000,0.9260747468108625,0.821939099142155,0.87025,0.7683823529411765,0.6551724137931034,0.7072758037225042,1.213,1.25,0.5,2026-09-16 13:31:53,,Strong GBDT baseline on raw features (HyperAck exp 02).,,False
88b61d7d861d72a1,8343ef0bacf26934217a5ff21f2c8d0a0e138e2cf0270a90516be89af115e0e5,external_projects/adult_exp/results/ladder/03_unsafe_fe_log_transforms.json,external_playbook,adult,3,fe_log_transforms,lightgbm,lightgbm,unsafe,none,completed,True,False,22,16000,4000,0.9260747468108625,0.821939099142155,0.87025,0.7683823529411765,0.6551724137931034,0.7072758037225042,1.375,1.445,0.5,2026-09-16 13:31:57,,Add log1p transforms for skewed non-negative columns.,,False
0eaab35e1ebb0c51,91d1750f7d87213c1ecb57c73f9703549662ab7315883035fd0b9aec1672085f,external_projects/adult_exp/results/ladder/04_unsafe_fe_ratios.json,external_playbook,adult,4,fe_ratios,lightgbm,lightgbm,unsafe,none,completed,True,False,37,16000,4000,0.9237601346908179,0.8170527254389015,0.86825,0.76875,0.6426332288401254,0.7000569151963574,2.161,2.292,0.5,2026-09-16 13:32:03,,Add pairwise intensity ratios among high-variance features.,,False
023fee59b21068d5,dcf1a2ad16ec4cf5d4b76125bd7dd28fcfdb01c1fc0d1f1882e8bfd43a01dfb5,external_projects/adult_exp/results/ladder/05_unsafe_fe_interactions.json,external_playbook,adult,5,fe_interactions,lightgbm,lightgbm,unsafe,none,completed,True,False,45,16000,4000,0.9229547162904671,0.8138765556400055,0.86825,0.7680798004987531,0.6436781609195402,0.7003979533826038,1.204,1.274,0.5,2026-09-16 13:32:09,,Multiplicative interactions among top-MI features.,,False
e4b78e77bb4ac268,9732bead5bccc666ff5f35aa04e4dfcf7d75994244933602aebdc6382cb03d8f,external_projects/adult_exp/results/ladder/06_unsafe_fe_full_clusters_bins.json,external_playbook,adult,6,fe_full_clusters_bins,lightgbm,lightgbm,unsafe,none,completed,True,False,50,16000,4000,0.9227720334556828,0.8173364813560104,0.86925,0.7679012345679013,0.6499477533960293,0.7040181097906055,1.045,1.083,0.5,2026-09-16 13:32:16,,Full FE: logs+ratios+interactions+KMeans clusters+quantile bins (train-fit).,,False
998c20f8b912e0b0,d74dfd48c2bd374b475c1537a93a4e55bd1294df605d9330be5f1a6ec84c9ab9,external_projects/adult_exp/results/ladder/07_unsafe_feature_selection_mi.json,external_playbook,adult,7,feature_selection_mi,lightgbm,lightgbm,unsafe,mutual_info_selection,completed,True,False,25,16000,4000,0.9101379015030471,0.7807536541747989,0.85625,0.7417721518987341,0.6123301985370951,0.6708643388666286,1.828,1.862,0.5,2026-09-16 13:32:24,,Keep top-MI subset of full FE matrix (HyperAck exp 07).,,False
fcea529301cf3257,83a9b9eb677a9809fc60fcae68fcce7c7a1cc5e61c5417ee52b00c34d7c7616e,external_projects/adult_exp/results/ladder/08_unsafe_tuned_xgboost.json,external_playbook,adult,8,tuned_xgboost,xgboost,xgboost,unsafe,RandomizedSearchCV_roc_auc,completed,True,False,50,16000,4000,0.9254628279920925,0.822537015087356,0.87325,0.7877237851662404,0.6436781609195402,0.7084531339850488,54.039,54.13,0.5,2026-09-16 13:33:29,,RandomizedSearchCV on XGBoost over full FE (HyperAck exp 08).,,False
3aeb34c1539cc6ea,d6011b741bddd1fd2c11c82db65625c0301ec44e33004e48ae808cd2c8d30f59,external_projects/adult_exp/results/ladder/09_unsafe_tuned_lightgbm.json,external_playbook,adult,9,tuned_lightgbm,lightgbm,lightgbm,unsafe,RandomizedSearchCV_roc_auc,completed,True,False,50,16000,4000,0.9250840701598233,0.8206240615326835,0.871,0.7766624843161857,0.6468129571577848,0.7058152793614595,103.228,103.309,0.5,2026-09-16 13:35:18,,RandomizedSearchCV on LightGBM over full FE (HyperAck exp 09).,,False
c77e18dd7af565c3,964ab746b08d7a22870a62bc528b06023f836b0126e6490da9fd75672ee39523,general_pipeline/results_external/bank_marketing__baseline__catboost.json,external_benchmark,bank_marketing,bank_marketing__baseline__catboost,catboost,catboost,catboost,external,baseline,completed,False,True,16,16000,4000,0.9380698812323954,0.6395758810401758,0.909,0.6688311688311688,0.44017094017094016,0.5309278350515464,1.369,1.388,0.5,2026-09-16 12:40:56,,,,False
f1c6640d0fa835b9,9dbf4c12ca1c0fc99ec7202c2bcc8f66e209d7922170c2b35079e9c718ce77de,general_pipeline/results_external/bank_marketing__baseline__extra_trees.json,external_benchmark,bank_marketing,bank_marketing__baseline__extra_trees,extra_trees,extra_trees,extra_trees,external,baseline,completed,False,True,16,16000,4000,0.9246259473821762,0.5894316771679329,0.90375,0.6721991701244814,0.34615384615384615,0.45698166431593795,0.55,0.619,0.5,2026-09-16 12:40:54,,,,False
f2ac12c2fb9db031,b58b347b7800d7713910395c6a7560936f37848c10601985fba3eba56ecbcdbb,general_pipeline/results_external/bank_marketing__baseline__hist_gradient_boosting.json,external_benchmark,bank_marketing,bank_marketing__baseline__hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,external,baseline,completed,False,True,16,16000,4000,0.9319004026676735,0.6049825018692201,0.908,0.6461988304093568,0.4722222222222222,0.5456790123456791,0.34,0.357,0.5,2026-09-16 12:40:54,,,,False
de41693afd8d1d81,9038b22b7196df978330ded1a5218e98490b97c40cf553c6a16b37c818d9448c,general_pipeline/results_external/bank_marketing__baseline__lightgbm.json,external_benchmark,bank_marketing,bank_marketing__baseline__lightgbm,lightgbm,lightgbm,lightgbm,external,baseline,completed,False,True,16,16000,4000,0.9318151019736522,0.6104402598147889,0.90825,0.6406685236768802,0.49145299145299143,0.5562273276904474,0.463,0.473,0.5,2026-09-16 12:40:55,,,,False
539d18b4dd8af79d,31b2f32bdf59ec5a132c8ce7407f7e20dfe3a4ca4af91852ebfd79d81dc264bd,general_pipeline/results_external/bank_marketing__baseline__logistic_regression.json,external_benchmark,bank_marketing,bank_marketing__baseline__logistic_regression,logistic_regression,logistic_regression,logistic_regression,external,baseline,completed,False,True,16,16000,4000,0.8910068869723456,0.5215244195656802,0.9,0.660377358490566,0.29914529914529914,0.4117647058823529,0.029,0.036,0.5,2026-09-16 12:40:52,,,,False
13cb213f6cc056b8,20727de7edd708d14b72125ecabecf59e634cea7aada71f3d312b832d2420155,general_pipeline/results_external/bank_marketing__baseline__random_forest.json,external_benchmark,bank_marketing,bank_marketing__baseline__random_forest,random_forest,random_forest,random_forest,external,baseline,completed,False,True,16,16000,4000,0.9299136829572845,0.6203755001846291,0.90775,0.6655518394648829,0.4252136752136752,0.5189048239895697,1.345,1.391,0.5,2026-09-16 12:40:53,,,,False
7c27eeb256722904,d38b72527a9dba8666bc92640c58dd36723008511823789b87bd585646ce5e49,general_pipeline/results_external/bank_marketing__baseline__xgboost.json,external_benchmark,bank_marketing,bank_marketing__baseline__xgboost,xgboost,xgboost,xgboost,external,baseline,completed,False,True,16,16000,4000,0.9281471721307509,0.6022597394403726,0.90625,0.628808864265928,0.48504273504273504,0.5476477683956574,0.114,0.124,0.5,2026-09-16 12:40:55,,,,False
f4dd6d443936920f,03afa9d8be41b4dca4c37a264eed3f1d869b93bbd6f0baa925018f077e3ca81e,general_pipeline/results_external/bank_marketing__optimized__catboost.json,external_benchmark,bank_marketing,bank_marketing__optimized__catboost,catboost,catboost,catboost,external,optimized,completed,False,True,16,16000,4000,0.9385538568013087,0.635268915135979,0.909,0.6656050955414012,0.4465811965811966,0.5345268542199488,3.25,3.265,0.5,2026-09-16 12:41:07,,,,False
9e3072503fe38ee9,ff8f774a94484fd7b2fc7934d1fcb8d8c1425656cca88b7bcd7c9d625e2edcad,general_pipeline/results_external/bank_marketing__optimized__extra_trees.json,external_benchmark,bank_marketing,bank_marketing__optimized__extra_trees,extra_trees,extra_trees,extra_trees,external,optimized,completed,False,True,16,16000,4000,0.9250467036424002,0.589167059459927,0.89675,0.7235772357723578,0.19017094017094016,0.3011844331641286,1.363,1.511,0.5,2026-09-16 12:41:01,,,,False
b9760b9d6789336e,5c0c8095d2d678218dbc86a4f44905672ce57ad062b8c421db20b2f6834e0623,general_pipeline/results_external/bank_marketing__optimized__hist_gradient_boosting.json,external_benchmark,bank_marketing,bank_marketing__optimized__hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,external,optimized,completed,False,True,16,16000,4000,0.9335592289301234,0.6205665591179315,0.90475,0.6268221574344023,0.4594017094017094,0.530209617755857,0.592,0.633,0.5,2026-09-16 12:41:02,,,,False
569df979e2201298,5de373dcaa4dafd88c603cdc1f29f74890e85c8a0b6b1f25e7d3d987e9244530,general_pipeline/results_external/bank_marketing__optimized__lightgbm.json,external_benchmark,bank_marketing,bank_marketing__optimized__lightgbm,lightgbm,lightgbm,lightgbm,external,optimized,completed,False,True,16,16000,4000,0.932783053111479,0.6173840071216155,0.90725,0.659016393442623,0.42948717948717946,0.5200517464424321,1.107,1.139,0.5,2026-09-16 12:41:03,,,,False
c658143c40bc6ee6,ec126b68d1369d02c9af4ca11f1cb8781532eb8565c82dfda23f124a216b11ec,general_pipeline/results_external/bank_marketing__optimized__logistic_regression.json,external_benchmark,bank_marketing,bank_marketing__optimized__logistic_regression,logistic_regression,logistic_regression,logistic_regression,external,optimized,completed,False,True,16,16000,4000,0.8910056770334233,0.5215320540297945,0.9,0.660377358490566,0.29914529914529914,0.4117647058823529,0.156,0.162,0.5,2026-09-16 12:40:57,,,,False
